dc,hf_month,hf_week,delivery_date,source,destination,sku,sku_category,randomized_delivery_quantity
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-38044,C_05,208
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-60134,C_05,72
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-33076,C_06,16
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-39646,C_06,11
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-96628,C_05,58
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-67554,C_05,274
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-68143,C_04,25
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-32169,C_05,194
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-45838,C_05,158
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-23897,C_08,17
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-79982,C_05,244
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-39910,C_05,88
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-83153,C_06,24
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-25010,C_05,894
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-96643,C_06,26
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-73037,C_06,181
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-18573,C_05,29
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-67072,C_06,42
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-52168,C_06,40
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-68143,C_04,200
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-60848,C_08,11
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-24964,C_05,402
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-32641,C_06,269
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-29227,C_08,10
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-32641,C_06,205
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-59386,C_06,514
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-92203,C_05,62
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-19891,C_06,134
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-58361,C_08,420
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-32641,C_06,143
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-62303,C_05,25
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-26372,C_05,26
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-91373,C_06,121
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-25727,C_04,210
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-98656,C_05,54
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-44708,C_05,10
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-67554,C_05,245
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-80641,C_08,6
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-98714,C_05,7
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-25727,C_04,379
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-64308,C_05,49
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-79190,C_05,214
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-32443,C_05,43
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-27295,C_01,67
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-57213,C_06,70
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-99417,C_06,43
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-36679,C_08,5
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-12097,C_08,16
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-29856,C_08,14
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-30748,C_08,203
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-88356,C_05,325
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-67027,C_08,238
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-25936,C_06,19
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-62059,C_04,15
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-70439,C_05,260
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-27457,C_08,113
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-16422,C_08,196
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-19891,C_06,35
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-72272,C_05,258
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-96628,C_05,53
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-44781,C_06,18
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-95347,C_05,24
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-18573,C_05,2
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-92757,C_08,569
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-18573,C_05,14
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-37458,C_05,477
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-63543,C_08,310
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-30445,C_05,56
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-66986,C_06,28
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-38422,C_06,72
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-88356,C_05,28
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-60585,C_05,24
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-71934,C_05,1823
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-32641,C_06,44
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-39965,C_08,250
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-84748,C_05,170
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-89636,C_03,140
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-44545,C_08,32
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-14226,C_04,132
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-61949,C_06,119
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-15258,C_01,10
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-29693,C_05,101
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-28247,C_08,20
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-17772,C_06,436
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-72971,C_08,513
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-63696,C_08,30
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-44708,C_05,186
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-34495,C_08,203
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-92757,C_08,16
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-21165,C_06,29
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-27426,C_05,74
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-96643,C_06,11
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-83997,C_08,168
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-13951,C_04,6
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-52540,C_04,52
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-35165,C_05,258
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-70225,C_05,858
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-66801,C_06,8
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-92488,C_08,17
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-30445,C_05,3
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-83997,C_08,414
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-54292,C_05,522
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-26372,C_05,25
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-11598,C_06,15
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-27044,C_06,4
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-70439,C_05,78
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-84824,C_05,60
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-79190,C_05,358
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-17097,C_06,158
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-84748,C_05,318
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-39910,C_05,74
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-72971,C_08,304
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-14940,C_08,238
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-14336,C_06,48
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-50608,C_08,272
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-95281,C_08,24
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-68284,C_08,8
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-88356,C_05,348
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-50922,C_08,17
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-72365,C_05,1008
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-37900,C_05,358
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-13689,C_06,13
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-86300,C_06,712
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-12115,C_06,128
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-66444,C_08,175
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-51906,C_05,2
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-39708,C_06,64
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-58523,C_06,405
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-89150,C_08,290
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-32169,C_05,50
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-43665,C_08,101
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-92203,C_05,154
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-26830,C_04,74
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-90508,C_05,29
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-33050,C_06,29
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-38044,C_05,110
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-25936,C_06,14
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-82090,C_05,134
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-91615,C_05,288
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-58523,C_06,282
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-38523,C_06,168
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-89150,C_08,433
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-73026,C_06,8
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-16078,C_08,62
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-60848,C_08,36
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-52857,C_04,42
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-62303,C_05,106
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-20858,C_06,26
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-19891,C_06,19
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-77990,C_05,92
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-23848,C_08,44
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-35680,C_05,72
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-12097,C_08,22
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-87871,C_05,9
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-95281,C_08,28
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-57213,C_06,206
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-63266,C_08,61
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-16078,C_08,66
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-29693,C_05,97
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-21165,C_06,179
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-92940,C_05,32
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-54292,C_05,2016
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-18919,C_06,654
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-84824,C_05,80
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-87920,C_05,6
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-40891,C_08,56
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-21805,C_05,56
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-92240,C_01,229
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-61949,C_06,78
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-60589,C_06,175
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-13438,C_06,93
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-44781,C_06,101
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-90508,C_05,36
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-43674,C_05,32
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-92757,C_08,254
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-34965,C_05,22
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-48933,C_08,21
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-70439,C_05,122
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-44094,C_08,536
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-44769,C_05,184
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-10942,C_06,427
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-35464,C_06,92
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-48204,C_06,111
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-23848,C_08,42
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-37458,C_05,149
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-30445,C_05,56
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-18080,C_05,42
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-94861,C_08,29
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-68143,C_04,7
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-25308,C_08,77
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-39910,C_05,25
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-35165,C_05,134
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-90301,C_05,18
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-80641,C_08,2
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-79780,C_08,43
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-32641,C_06,355
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-26039,C_08,214
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-86740,C_05,498
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-53187,C_06,122
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-91615,C_05,79
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-36679,C_08,19
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-14226,C_04,343
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-66351,C_08,137
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-39646,C_06,300
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-54779,C_05,18
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-21488,C_08,19
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-86740,C_05,441
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-48204,C_06,830
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-28097,C_08,11
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-79780,C_08,146
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-11689,C_04,42
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-10942,C_06,77
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-95119,C_04,18
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-38523,C_06,34
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-36842,C_08,8
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-96827,C_06,134
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-30748,C_08,36
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-28097,C_08,26
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-23507,C_06,58
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-73136,C_05,157
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-14226,C_04,50
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-88356,C_05,98
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-79982,C_05,42
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-77491,C_04,11
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-55511,C_06,36
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-86300,C_06,827
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-25977,C_05,1214
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-83997,C_08,154
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-15176,C_05,24
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-91245,C_08,120
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-90016,C_06,8
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-23848,C_08,91
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-35680,C_05,26
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-35984,C_08,14
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-89339,C_04,70
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-21165,C_06,36
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-99522,C_08,20
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-12115,C_06,12
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-36252,C_05,400
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-35680,C_05,1
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-15176,C_05,40
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-21111,C_06,17
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-80422,C_04,42
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-85807,C_01,5
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-71934,C_05,2666
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-90016,C_06,143
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-44708,C_05,6
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-95281,C_08,31
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-43665,C_08,36
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-84748,C_05,298
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-90016,C_06,283
